This behavior is known to be very effective for dealingwith well-known DDoS attacks.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(ADJP (RB )(JJ ))(PP (IN )(NP (RB )(JJ )(NNP )(NNS ))))))))(. )))
ection system for UAV ad-hoc communication: From methodology 0.1016/j.adhoc.2018.09.004 http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0001http://refhub.elsevier.com/S1570-870530654-1/sbref0002http://refhub.elsevier.com/S1570-870530654-1/sbref0002http://refhub.elsevier.com/S1570-870530654-1/sbref0002http://refhub.elsevier.com/S1570-870530654-1/sbref0002https://doi.org/10.1016/j.adhoc.2018.09.00414; (TOP (NP (NP (NP (NN )(NN ))(PP (IN )(NP (NNP )(JJ )(NN ))))(: )(PP (IN )(NP (NN )(CD )(NN )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(JJ )(NNP )(NNP )))(. )))
J.-P.; (TOP (. ))
Condomines et al. / Ad Hoc Networks 0 0 0  114 ARTICLE IN PRESS JID: ADHOC                                                                 [                      g  s               V. Sharma , R. Kumar , A Cooperative Network Framework for Multi-UAV GuidedGround Ad Hoc Networks, Journal of Intelligent % Robotic Systems 77 629652 01 3 .; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )('' )(NP (NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(NN ))(PP (IN )(NP (NP (NNP )(NNP ))(: )(S (NP (NNP )(NNP )(NN ))(VP (VBZ )(NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (DT )(JJ )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNP )(NNP )(NNP ))))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NN ))(NP (NNP )(NNP )(CD )(CD )(CD )(CD ))))))))))(. )))
W.T.L. Teacy , J. Nie , S. McClean , G. Parr , Maintaining connectivity in UAV swarmsensing, 2010 IEEE Globecom Workshops, 2010 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP )(NN ))(PP (IN )(NP (NNP )(NN )(, )(CD )(NN )(NNP )(NNP )(, )(CD ))))(. )))
R. Altawy , A.M. Youssef , Security, Privacy, and Safety Aspects of CivilianDrones: A Survey, ACM Trans.; (TOP (NP (NP (NP (NNP )(NNP ))(, )(RB )(NP (NNP )))(, )(NP (NP (NNP ))(, )(NP (NN ))(, )(CC )(NP (NP (NP (NNP )(NNPS ))(PP (IN )(NP (NNP ))))(: )(NP (NP (DT )(NNP ))(, )(NP (NNP )(NNP )))))(. )))
Cyber-Phys.; (TOP (NP (NNP )(POS )))
Syst. 1  7:1-7:25 11 .; (TOP (S (NP (NNP ))(VP (VBD )(NP (CD )(CD )(CD )))(. )))
C. Rani , H. Modares , R. Sriram , D. Mikulski , F.L. Lewis , Security of unmannedaerial vehicle systems against cyber-physical attacks, The Journal of DefenseModeling and Simulation 13  331342 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (JJ )(NN )(NNS ))(PP (IN )(NP (NP (JJ )(NNS ))(, )(NP (NP (DT )(NNP ))(PP (IN )(NP (NNP )(CC )(NNP )(CD )(CD )))))))))(. )))
K. Hartmann , C. Steup , The vulnerability of UAVs to cyber attacks - An ap-proach to the risk assessment, 2013 5th International Conference on CyberConflict , 2013 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NP (NNP )(NNP ))(, )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNP ))))(SBAR (S (VP (TO )(VP (VB )(NP (NP (NNS ))(: )(NP (NP (DT )(NN ))(PP (TO )(NP (NP (DT )(NN )(NN ))(, )(NP (NP (CD )(JJ )(NNP )(NNP ))(PP (IN )(NP (NP (NNP ))(, )(NP (CD )))))))))))))))(. )))
A. Kim , B. Wampler , J. Goppert , I. Hwang , H. Aldridge , Cyber Attack Vulnerabil-ities Analysis for Unmanned Aerial Vehicles, American Institute of Aeronauticsand Astronautics  .; (TOP (NP (NP (NN )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNPS ))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNPS ))))(. )))
I. Bekmezci , E. S enturk , T. Turker , SECURITY ISSUES IN FLYING AD-HOC NET-WORKS , Journal of Aeronautics and Space Technologies 9   .; (TOP (NP (NP (NN )(NNP ))(, )(NP (NNP )(NNP )(NN ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNP ))))(, )(NP (NP (NNP ))(PP (IN )(NP (NNP )(CC )(NNP )(NNP )(CD ))))(. )))
A. Lakhina , M. Crovella , C. Diot , Diagnosing Network-wide Traffic Anomalies,SIGCOMM Comput.; (TOP (NP (NP (NN )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP )(NNP ))(. )))
Commun.; (TOP (S (VP (VB ))(. )))
Rev. 34  219230 8 .; (TOP (NP (NP (NNP )(CD ))(NP (CD )(CD ))(. )))
A. Hussain , A framework for classifying denial of service attacks, in: SIGCOMM,Karlsruhe, Germany, Aug 2003, p. 99110 .; (TOP (S (NP (NP (NN )(NNP ))(, )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NN )(NNS )))))))(, )(PP (IN )(NP (NNP )(NNP )(, )(NNP )(, )(NNP )(CD )))(, )(NP (NN ))(VP (VBD )(NP (CD )))(. )))
V. Chandola , A. Banerjee , V. Kumar , Anomaly Detection: A Survey, ACM Com-put.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NN )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(: )(NP (NP (DT )(NNP ))(, )(NP (NNP )(NNP )))(. )))
Surv.; (TOP (. ))
41  15:1-15:58 7 .; (TOP (NP (QP (CD ))(QP (CD )(CC )(CD )(CD ))(. )))
A. Jsang , G. Sanderud , Security in Mobile Communications: Challenges andOpportunities, in: Proceedings of the Australasian Information Security Work-shop Conference on ACSW Frontiers, 21, Darlinghurst, 2003 .; (TOP (NP (NP (NN )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NNP )(NNPS ))))(: )(NP (NP (NNS )(NNS ))(, )(PP (IN )(: )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(NNP )(NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (CD ))(, )(NP (NNP )(, )(CD )))))))))(. )))
R. N. Akram, P. F. Bonnefoi, S. Chaumette, K. Markantonakis and D. Sauveron,Secure Autonomous UAVs Fleets by Using New Specific Embedded Secure El-ements, in 2016 IEEE Trustcom/BigDataSE/ISPA, 23-2.; (TOP (NP (NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(S (VP (VBG )(NP (NNP )(NNP )(NNP )(NNP )(NNP ))(, )(PP (IN )(NP (NP (CD )(NN )(NNP ))(, )(NP (CD ))))))))(. )))
H. Sedjelmaci, S. M. Senouci and M. A. Messous, How to Detect Cyber-Attacksin Unmanned Aerial Vehicles Network?, in 2016 IEEE Global CommunicationsConference , 4-8.; (TOP (S (S (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )))(CC )(NP (NNP )(NNP )(NNP )))(, )(VP (WHADVP (WRB ))(PP (TO )(NP (NNP )(NNP )))))(VP (VBD )(NP (NNP )(NNP )(NNP )(NNP ))(, )(PP (IN )(NP (CD )(NN )))(NP (NNP )(NNP )))(, )(. )))
P. Borgnat , G. Dewaele , K. Fukuda , P. Abry , K. Cho , Seven Years and One Day:Sketching the Evolution of Internet Traffic, in: IEEE INFOCOM 20 09, 20 09,pp.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (CD )(NNS ))(CC )(NP (NP (CD )(NN ))(VP (VBG )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NNP ))))(, )(PP (IN )(: )(NP (NP (NN )(NNP )(CD )(CD ))(, )(NP (CD )(CD )(NN ))))))(. )))
711719 .; (TOP (S (VP (VB ))(. )))
P. Abry, D. Veitch and P. Flandrin, Longrange Dependence: Revisiting Aggrega-tion with Wavelets, Journal of Time Series Analysis, vol.; (TOP (NP (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NNP )(NNP )))(: )(S (VP (VBG )(NP (NNP ))(PP (IN )(NP (NP (NNP )(, )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NN ))))))))(. )))
19, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
253-266.; (TOP (INTJ (UH )(. )))
H. Wendt , Contributions of Wavelet Leaders and Bootstrap to Multifractal Anal-ysis: Images, Estimation Performance, Dependence Structure and VanishingMoments, Confidence Intervals and Hypothesis Tests.  .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(CC )(NP (NNP ))(PP (TO )(NP (NP (NNP )(NNP ))(: )(NP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )(NNP ))))))))(. )))
H. Wendt, P. Abry and S. Jaffard, Boots trap for Empirical Multifractal Analysis,IEEE Signal Processing Magazine, vol.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(CC )(NNP )(NNP ))(, )(NP (NP (NNP )(NN ))(PP (IN )(NP (NNP )(NNP )(NNP )(NNP )(NNP )(NNP )(NNP ))))(, )(NP (NN ))(. )))
24, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
38-48, July.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )))
H. Wendt and P. Abry, Multifractality Tests Using Bootstrapped Wavelet Lead-ers, IEEE Transactions on Signal Processing, vol.; (TOP (NP (NP (NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NNP )(NNS ))(VP (VBG )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NP (NN )(NNS ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NN ))))))))(. )))
55, pp. 4 811-4 820, Oct..  H. Wendt , S.G.; (TOP (S (NP (CD ))(, )(VP (ADVP (RP ))(. )(QP (CD )(CD )(CD ))(, )(NP (NNP )(. )(NNP )(NNP )))(, )(. )))
Roux , S. Jaffard , P. Abry , Wavelet Leaders and Bootstrap for Mul-tifractal Analysis of Images, Signal Process 89  11001114 6 .; (TOP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP ))(, )(NP (NNP )(NNP )(CD )(CD )(CD )))))))(. )))
M. Fliess , Advances in Communication Control Networks, ser.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NP (NNS ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NN )))))(. )))
Lecture notesin Control and Information Sciences al., Springer, 2005 ch.; (TOP (NP (NP (NNP )(NN )(NNP ))(CC )(NP (NNP )(NNP )(JJ )(NNP ))(, )(NP (NNP )(, )(CD )(NN ))(. )))
An Introduction toNonlinear Fault Diagnosis with an Application to a Congested Internet Router .; (TOP (NP (NP (DT )(NNP )(NN )(NNP )(NNP ))(PP (IN )(NP (NP (DT )(NNP ))(PP (TO )(NP (DT )(NNP )(NNP )(NNP )))))(. )))
S. Rahm, Y. Labit and F. Gouaisbaut, Sliding Mode Observer for Anomaly De-tection in TCP/AQM Networks, in 2009 Second International Conference onCommunication Theory, Reliability, and Quality of Service, 20-2.; (TOP (S (NP (NP (NNP )(NNP ))(, )(NP (NNP )(. )(NNP ))(CC )(NP (NNP )(NNP )))(, )(VP (VBG )(NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )))))(, )(PP (IN )(NP (NP (CD )(NNP )(NNP )(NNP )(NNP )(NNP ))(, )(NP (NNP ))(, )(CC )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP ))(, )(NP (CD ))))))))(. )))
S. Rahm, Y. Labit, F. Gouaisbaut and T. Floquet, Second order sliding modeobserver for anomaly detection in TCP networks: From theory to practice, in49th IEEE Conference on Decision and Control , 15-1.; (TOP (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(. )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (JJ )(NN ))(VP (VBG )(NP (NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNP )(NNS ))(: )(PP (IN )(NP (NP (NP (NN ))(SBAR (S (VP (TO )(VP (VB ))))))(, )(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(CC )(NNP ))(, )(NP (CD ))))))))))))))(. )))
S. Rahm , Y. Labit , F. Gouaisbaut , T. Floquet , Sliding Modes for Anomaly Obser-vation in TCP Networks: From Theory to Practice, IEEE Transactions on ControlSystems Technology 21  10311038 5 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(. )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (JJ )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))))(: )(PP (IN )(NP (NP (NP (NNP ))(PP (TO )(NP (NNP ))))(, )(NP (NP (NN )(NNS ))(PP (IN )(NP (NNP )(NNP )(CD )(CD )(CD ))))))(. )))
T. Floquet , C. Edwards , S.K. Spurgeon , On Sliding Mode Observers for Systemswith Unknown Inputs, International Workshop on Variable Structure Systems,2006 VSS06., 5-7 .; (TOP (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(PP (IN )(NP (NP (JJ )(NNP )(NNS ))(PP (IN )(NP (NNP )(NNP )(NNP ))))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNPS )(NNP )(NNP ))(, )(NP (CD )))))(. )))
C. Edwards , Advances in Variable Structure and Sliding Mode Control, LectureNotes in Control and Information Science, Springer-Verlag, Berlin, 2006 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(CC )(NP (NP (JJ )(NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP ))(CC )(NP (NP (NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(, )(NP (CD ))))))))))(. )))
Y. Ariba, F. Gouaisbaut, S. Rahme and Y. Labit, Traffic monitoring in trans-mission control protocol/active queue management networks through a time-delay observer, IET Control Theory & Applications, vol.; (TOP (S (NP (PRP ))(VP (VBD )(NP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(. )(NNP )))(, )(NP (NP (NNP )(NN ))(PP (IN )(NP (NN )(NN )(JJ )(JJ )(NN )(NNS )))(PP (IN )(NP (NP (DT )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )(CC )(NNP ))(, )(NP (NN )))))))(. )))
6, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
506-517, Marc.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )))
K.K. Ramakrishnan , S. Floyd , A Proposal to add Explicit Congestion Notification to IP, RFC 2481  125 .; (TOP (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP )))(, )(NP (NP (DT )(NNP ))(SBAR (S (VP (TO )(VP (VB )(NP (NNP )(NNP )(NNP ))(PP (TO )(NP (NP (NN ))(, )(NP (NNP )(CD )(CD )))))))))(. )))
C.-K. Chen , Y.-C.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP ))))
Hung , T.-L.; (TOP (NP (NP (NNP ))(, )(NP (NNP ))))
Liao , J.-J.; (TOP (NP (NP (NNP ))(, )(NP (NNP ))))
Yan , Design of robust active queue man-agement controllers for a class of TCP communication networks, InformationSciences 177  40594071 10 .; (TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (JJ )(JJ )(NN )(NN )(NNS ))(PP (IN )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NN )(NNS ))))(, )(NP (NNP )(CD )(CD )(CD )))))))(. )))
S. Manfredi, M. Bernardo and F. Garofalo, Robust output feedback active queuemanagement control in TCP networks, in 2004 43rd IEEE Conference on De-cision and Control  , 17-1.; (TOP (S (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NNP )(NN ))(VP (VBD )(NP (JJ )(NN )(NN ))(PP (IN )(NP (NNP )(NNS )))(, )(PP (IN )(NP (NP (CD )(JJ )(NN )(NNP ))(PP (IN )(NP (NP (NNP )(CC )(NNP ))(, )(NP (CD )))))))(. )))
D. Wang , C.V. Hollot , Robust analysis and design of controllers for a single TCPflow, in: International Conference on Communication Technology Proceedings,2003, pp.; (TOP (S (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NN ))(CC )(NP (NP (NP (NN ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (DT )(JJ )(NN )))))(, )(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNP )(CD )))(, )(ADVP (RP ))))(. )))
911.; (TOP (NP (CD )(NNP )))
ICCT 2003 .; (TOP (NP (NP (NNP ))(NP (CD ))(. )))
Please cite this article as: J.-P.; (TOP (S (INTJ (VB ))(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(NP (NNP )))(. )))
K. B. Kim, Design of feedback controls supporting TCP based on the state-space approach, IEEE Transactions on Automatic Control, vol.; (TOP (NP (NP (NNP )(NNP )(NNP ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NN )(NNS ))))(VP (VBG )(NP (NP (NNP ))(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN ))(, )(NP (NP (NN )(NNS ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NN )))))))))))(. )))
51, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
1086-1099, July.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )))
Y. Ariba , Y. Labit , F. Gouaisbaut , Design and performance evaluation of astate-space based AQM, International Conference on Communication Theory,Reliability, and Quality of Service, 2008 .; (TOP (NP (NP (FW )(. )(FW ))(, )(NP (FW )(. )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NP (NNP )(CC )(NN )(NN ))(PP (IN )(NP (NN ))))(VP (VBN )(NP (NNP ))(, )(NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NNP )))))(, )(CC )(NP (NP (NNP ))(PP (IN )(NP (NNP )(, )(CD )))))))(. )))
R. Fontugne, P. Abry, K. Fukuda, D. Veitch, K. Cho, P. Borgnat and H. Wendt,Scaling in Internet Traffic: A 14 Year and 3 Day Longitudinal Study, With Mul-tiscale Analyses and Random Projections, IEEE/ACM Transactions on Network-ing, vol. 25, pp.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP )(NNP )(CC )(NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(: )(NP (NP (NP (DT )(CD )(NN )(CC )(CD )(NN )(NNP )(NNP ))(, )(PP (IN )(NP (NP (JJ )(NNS ))(CC )(NP (NNP )(NNP )))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (JJ )(, )(JJ )(NNP )(CD ))))(, )(ADVP (RB )))(. )))
2152-2165, Aug..  E.A.F.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )('' )))
Ihlen , Multifractal analyses of response time series: A comparative study,Behavior Research Methods 45  928945 12 .; (TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNS ))(PP (IN )(NP (NN )(NN )(NN ))))(: )(NP (NP (DT )(JJ )(NN ))(, )(NP (NNP )(NNP )(NNPS )(CD )(CD )(CD )))(. )))
A. Lakhina , M. Crovella , C. Diot , Diagnosing Network-wide Traffic Anomalies,SIGCOMM Comput.; (TOP (NP (NP (NN )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP )(NNP ))(. )))
Commun.; (TOP (S (VP (VB ))(. )))
Rev. 34  219230 8 .; (TOP (NP (NP (NNP )(CD ))(NP (CD )(CD ))(. )))
S. H. Low, F. Paganini and J. C. Doyle, Internet congestion control, IEEE Con-trol Systems, vol.; (TOP (NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP )(CC )(NNP )(NNP )(NNP ))(, )(NP (NNP )(NN )(NN ))(, )(NP (NNP )(NNP )(NNPS ))(, )(NP (NN ))(. )))
22, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
28-43, Feb.  R. Srikant , The Mathematics of Internet Congestion Control, Birkhauser, 2004 .; (TOP (NP (NP (CD ))(, )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NP (DT )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(, )(CD ))))))(. )))
S. Tarbouriech , Advances in communication Control Networks al., Springer,2005 .; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NP (NNS ))(PP (IN )(NP (NP (NN )(NNP )(NNP )(JJ )(NNP ))(, )(NP (NNP )(CD )))))(. )))
S. Floyd and V. Jacobson, Random early detection gateways for congestionavoidance, IEEE/ACM Transactions on Networking, vol. 1, pp. 397-413, Aug.  S. Athuraliya , An enhanced random early marking algorithm for internet flowcontrol, IEEE INFOCOM, Dec. 20 0 0 .; (TOP (S (NP (NP (NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NP (NNP ))(NP (RB )(NN )(NNS )))(PP (IN )(NP (NN ))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP ))))(, )(NP (NN )))(VP (VBD )(NP (NP (CD ))(, )(NP (QP (RP ))(NP (NNP )(CD ))(, )(NP (NNP )(NNP )(NNP ))(, )(NP (NP (DT )(JJ )(NN )(JJ )(NN )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(CD )(CD )(CD ))))))))(. )))
C. V. Hollot, V. Misra, D. Towsley and W. Gong, Analysis and design of con-trollers for AQM routers supporting TCP flows, IEEE Transactions on Auto-matic Control, vol.; (TOP (NP (NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NP (NP (NNP )(CC )(NN ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NNP )(NNS ))))(VP (VBG )(NP (NP (NNP )(NNS ))(, )(NP (NP (NN )(NNS ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NN ))))))))(. )))
47, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
945-959, Jun.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )))
44] Y. Ariba , Y. Labit , Congestion control of a single router with an active queuemanagement, International Journal on Advances in Internet Technology  .; (TOP (NP (NP (JJ )(NNP )(. )(NNP ))(, )(NP (NNP )(. )(NNP ))(, )(NP (NP (NP (NNP )(NN ))(PP (IN )(NP (DT )(JJ )(NN ))))(PP (IN )(NP (DT )(JJ )(NN ))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP ))(PP (IN )(NP (NNP )(NNP ))))))(. )))
J.-A.; (TOP (. ))
Maxa, G. Roudire and N. Larrieu, Emulation-Based Performance Eval-uation of Routing Protocols for Uaanets, in Nets4Aircraft 2015, Sousse,2015.Nets4Cars/Nets4Trains/Nets4Aircraft 2015.; (TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NP (JJ )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(PP (IN )(NP (NNP ))))(, )(PP (IN )(NP (NP (NNP )(CD ))(, )(NP (NNP )(NNP )(CD ))))(. )))
T. Miquel , J.-P.; (TOP (NP (NP (NNP )(NNP ))(, )(NP (NNP ))))
Condomines , R. Chemali , N. Larrieu , Design of a robust Con-troller/Observer for TCP/AQM network: First application to intrusion detectionsystems for drone fleet, IROS 2017, EEE/RSJ International Conference on Intel-ligent Robots and Systems, 2017 .; (TOP (NP (NP (NNS ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNP )(NN ))))))(: )(NP (NP (NP (JJ )(NN ))(PP (TO )(NP (NN )(NNS ))))(PP (IN )(NP (NP (NN )(NN ))(, )(NP (NNP )(CD ))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(CC )(NNP ))(, )(NP (CD ))))))))(. )))
A. Shevtekar and N. Ansari, Is it congestion or a DDoS attack?, IEEE Commu-nications Letters, vol.; (TOP (S (NP (NP (NN )(NNP ))(CC )(NP (NNP )(NNP )))(, )(VP (VBZ )(NP (PRP ))(NP (NP (NP (NN ))(CC )(NP (DT )(NNP )(NN )))(. )(, )(NP (NNP )(NNP )(NNP ))(, )(NP (NN ))))(. )))
13, pp.; (TOP (NP (NP (CD ))(, )(NP (NN ))(. )))
546-548, July.; (TOP (NP (NP (CD ))(, )(NP (NNP ))(. )))
